"","ticker","Rank","Company","Weight","X","conm","gvkey","cik","cusip","fyear"
"1","A",186,"Agilent Technologies Inc.",0.114511,4197,"AGILENT TECHNOLOGIES INC",126554,1090872,"00846U101",2005
"2","AAL",467,"American Airlines Group Inc.",0.026195,3777,"AMERICAN AIRLINES GROUP INC",1045,6201,"02376R102",2005
"3","AAP",431,"Advance Auto Parts Inc.",0.03518,4060,"ADVANCE AUTO PARTS INC",145977,1158449,"00751Y106",2005
"4","AAPL",1,"Apple Inc.",7.13518,3879,"APPLE INC",1690,320193,"037833100",2005
"5","ABC",310,"AmerisourceBergen Corporation",0.0622,9032,"AMERISOURCEBERGEN CORP",31673,1140859,"03073E105",2005
"6","ABMD",413,"ABIOMED Inc.",0.038389,6502,"ABIOMED INC",13619,815094,"003654100",2005
"7","ABT",34,"Abbott Laboratories",0.551666,9579,"ABBOTT LABORATORIES",1078,1800,"002824100",2005
"8","ACN",31,"Accenture Plc Class A",0.555647,6962,"ACCENTURE PLC",143357,1467373,"G1151C101",2005
"9","ADBE",29,"Adobe Incorporated",0.561778,9442,"ADOBE INC",12540,796343,"00724F101",2005
"10","ADI",84,"Analog Devices Inc.",0.259498,5848,"ANALOG DEVICES INC",1632,6281,"032654105",2005
"11","ADM",158,"Archer-Daniels-Midland Company",0.135102,4171,"ARCHER-DANIELS-MIDLAND CO",1722,7084,"039483102",2005
"12","ADP",71,"Automatic Data Processing Inc.",0.29231,202,"AUTOMATIC DATA PROCESSING",1891,8670,"053015103",2005
"13","ADSK",156,"Autodesk Inc.",0.137083,6663,"AUTODESK INC",1878,769397,"052769106",2005
"14","AEE",286,"Ameren Corporation",0.068674,2762,"AMEREN CORP",10860,1002910,"023608102",2005
"15","AEP",149,"American Electric Power Company Inc.",0.146644,741,"AMERICAN ELECTRIC POWER CO",1440,4904,"025537101",2005
"16","AES",390,"AES Corporation",0.042682,6055,"AES CORP (THE)",24216,874761,"00130H105",2005
"17","AFL",211,"Aflac Incorporated",0.10194,6032,"AFLAC INC",1449,4977,"001055102",2005
"18","AIG",181,"American International Group Inc.",0.116504,6447,"AMERICAN INTERNATIONAL GROUP",1487,5272,"026874784",2005
"19","AIZ",458,"Assurant Inc.",0.028235,8057,"ASSURANT INC",157057,1267238,"04621X108",2005
"20","AJG",204,"Arthur J. Gallagher & Co.",0.103896,5444,"ARTHUR J GALLAGHER & CO",4973,354190,"363576109",2005
"21","AKAM",381,"Akamai Technologies Inc.",0.04452,960,"AKAMAI TECHNOLOGIES INC",125595,1086222,"00971T101",2005
"22","ALB",255,"Albemarle Corporation",0.082195,7176,"ALBEMARLE CORP",29751,915913,"012653101",2005
"23","ALGN",320,"Align Technology Inc.",0.059546,10487,"ALIGN TECHNOLOGY INC",141384,1097149,"016255101",2005
"24","ALK",495,"Alaska Air Group Inc.",0.016034,3688,"ALASKA AIR GROUP INC",1230,766421,"011659109",2005
"25","ALL",228,"Allstate Corporation",0.092275,1838,"ALLSTATE CORP",28349,899051,"020002101",2005
"26","AMAT",79,"Applied Materials Inc.",0.269679,11100,"APPLIED MATERIALS INC",1704,6951,"038222105",2005
"27","AMCR",336,"Amcor PLC",0.055787,1801,"AMCOR PLC",100243,1748790,"G0250X107",2005
"28","AMD",44,"Advanced Micro Devices Inc.",0.466626,10079,"ADVANCED MICRO DEVICES",1161,2488,"007903107",2005
"29","AME",249,"AMETEK Inc.",0.083157,7667,"AMETEK INC",1598,1037868,"031100100",2005
"30","AMGN",54,"Amgen Inc.",0.37787,7025,"AMGEN INC",1602,318154,"031162100",2005
"31","AMP",245,"Ameriprise Financial Inc.",0.085075,5048,"AMERIPRISE FINANCIAL INC",164708,820027,"03076C106",2005
"32","AMT",61,"American Tower Corporation",0.359319,9327,"AMERICAN TOWER CORP",105365,1053507,"03027X100",2005
"33","AMZN",3,"Amazon.com Inc.",3.404451,4214,"AMAZON.COM INC",64768,1018724,"023135106",2005
"34","ANSS",281,"ANSYS Inc.",0.069301,3135,"ANSYS INC",63080,1013462,"03662Q105",2005
"35","AON",125,"Aon Plc Class A",0.172616,9593,"AON PLC",3221,315293,"G0403H108",2005
"36","AOS",481,"A. O. Smith Corporation",0.023217,5255,"SMITH (A.O.)",9771,91142,"831865209",2005
"37","APA",430,"APA Corp.",0.035244,6155,"APA CORP",1678,1841666,"03743Q108",2005
"38","APD",140,"Air Products and Chemicals Inc.",0.157014,9682,"AIR PRODUCTS & CHEMICALS INC",1209,2969,"009158106",2005
"39","APH",162,"Amphenol Corporation Class A",0.131769,7114,"AMPHENOL CORP",14282,820313,"032095101",2005
"40","APTV",247,"Aptiv PLC",0.084527,6751,"APTIV PLC",118122,1521332,"G6095L109",2005
"41","ARE",284,"Alexandria Real Estate Equities Inc.",0.068773,6820,"ALEXANDRIA R E EQUITIES INC",64821,1035443,"015271109",2005
"42","ATO",359,"Atmos Energy Corporation",0.048421,6600,"ATMOS ENERGY CORP",4383,731802,"049560105",2005
"43","ATVI",123,"Activision Blizzard Inc.",0.178722,768,"ACTIVISION BLIZZARD INC",180405,718877,"00507V109",2005
"44","AVB",254,"AvalonBay Communities Inc.",0.0823,8626,"AVALONBAY COMMUNITIES INC",29875,915912,"053484101",2005
