"","ticker","Rank","Company","Weight","X","conm","gvkey","cik","cusip","fyear"
"1","A",186,"Agilent Technologies Inc.",0.114511,1598,"AGILENT TECHNOLOGIES INC",126554,1090872,"00846U101",2000
"2","AAL",467,"American Airlines Group Inc.",0.026195,1627,"AMERICAN AIRLINES GROUP INC",1045,6201,"02376R102",2000
"3","AAP",431,"Advance Auto Parts Inc.",0.03518,9560,"ADVANCE AUTO PARTS INC",145977,1158449,"00751Y106",2000
"4","AAPL",1,"Apple Inc.",7.13518,11545,"APPLE INC",1690,320193,"037833100",2000
"5","ABC",310,"AmerisourceBergen Corporation",0.0622,8729,"AMERISOURCEBERGEN CORP",31673,1140859,"03073E105",2000
"6","ABMD",413,"ABIOMED Inc.",0.038389,6795,"ABIOMED INC",13619,815094,"003654100",2000
"7","ABT",34,"Abbott Laboratories",0.551666,9643,"ABBOTT LABORATORIES",1078,1800,"002824100",2000
"8","ACN",31,"Accenture Plc Class A",0.555647,1360,"ACCENTURE PLC",143357,1467373,"G1151C101",2000
"9","ADBE",29,"Adobe Incorporated",0.561778,9721,"ADOBE INC",12540,796343,"00724F101",2000
"10","ADI",84,"Analog Devices Inc.",0.259498,5686,"ANALOG DEVICES INC",1632,6281,"032654105",2000
"11","ADM",158,"Archer-Daniels-Midland Company",0.135102,6283,"ARCHER-DANIELS-MIDLAND CO",1722,7084,"039483102",2000
"12","ADP",71,"Automatic Data Processing Inc.",0.29231,7887,"AUTOMATIC DATA PROCESSING",1891,8670,"053015103",2000
"13","ADSK",156,"Autodesk Inc.",0.137083,10567,"AUTODESK INC",1878,769397,"052769106",2000
"14","AEE",286,"Ameren Corporation",0.068674,11561,"AMEREN CORP",10860,1002910,"023608102",2000
"15","AEP",149,"American Electric Power Company Inc.",0.146644,3273,"AMERICAN ELECTRIC POWER CO",1440,4904,"025537101",2000
"16","AES",390,"AES Corporation",0.042682,6085,"AES CORP (THE)",24216,874761,"00130H105",2000
"17","AFL",211,"Aflac Incorporated",0.10194,8595,"AFLAC INC",1449,4977,"001055102",2000
"18","AIG",181,"American International Group Inc.",0.116504,4156,"AMERICAN INTERNATIONAL GROUP",1487,5272,"026874784",2000
"19","AIZ",458,"Assurant Inc.",0.028235,8632,"ASSURANT INC",157057,1267238,"04621X108",2000
"20","AJG",204,"Arthur J. Gallagher & Co.",0.103896,6640,"ARTHUR J GALLAGHER & CO",4973,354190,"363576109",2000
"21","AKAM",381,"Akamai Technologies Inc.",0.04452,5942,"AKAMAI TECHNOLOGIES INC",125595,1086222,"00971T101",2000
"22","ALB",255,"Albemarle Corporation",0.082195,2357,"ALBEMARLE CORP",29751,915913,"012653101",2000
"23","ALGN",320,"Align Technology Inc.",0.059546,8866,"ALIGN TECHNOLOGY INC",141384,1097149,"016255101",2000
"24","ALK",495,"Alaska Air Group Inc.",0.016034,3559,"ALASKA AIR GROUP INC",1230,766421,"011659109",2000
"25","ALL",228,"Allstate Corporation",0.092275,11940,"ALLSTATE CORP",28349,899051,"020002101",2000
"26","AMAT",79,"Applied Materials Inc.",0.269679,10725,"APPLIED MATERIALS INC",1704,6951,"038222105",2000
"27","AMCR",336,"Amcor PLC",0.055787,1532,"AMCOR PLC",100243,1748790,"G0250X107",2000
"28","AMD",44,"Advanced Micro Devices Inc.",0.466626,10274,"ADVANCED MICRO DEVICES",1161,2488,"007903107",2000
"29","AME",249,"AMETEK Inc.",0.083157,991,"AMETEK INC",1598,1037868,"031100100",2000
"30","AMGN",54,"Amgen Inc.",0.37787,5271,"AMGEN INC",1602,318154,"031162100",2000
"31","AMT",61,"American Tower Corporation",0.359319,3955,"AMERICAN TOWER CORP",105365,1053507,"03027X100",2000
"32","AMZN",3,"Amazon.com Inc.",3.404451,11184,"AMAZON.COM INC",64768,1018724,"023135106",2000
"33","ANSS",281,"ANSYS Inc.",0.069301,7238,"ANSYS INC",63080,1013462,"03662Q105",2000
"34","AON",125,"Aon Plc Class A",0.172616,12432,"AON PLC",3221,315293,"G0403H108",2000
"35","AOS",481,"A. O. Smith Corporation",0.023217,3504,"SMITH (A.O.)",9771,91142,"831865209",2000
"36","APA",430,"APA Corp.",0.035244,1200,"APA CORP",1678,1841666,"03743Q108",2000
