"","ticker","Rank","Company","Weight","X","conm","gvkey","cik","cusip","fyear"
"1","A",186,"Agilent Technologies Inc.",0.114511,5972,"AGILENT TECHNOLOGIES INC",126554,1090872,"00846U101",2004
"2","AAL",467,"American Airlines Group Inc.",0.026195,1329,"AMERICAN AIRLINES GROUP INC",1045,6201,"02376R102",2004
"3","AAP",431,"Advance Auto Parts Inc.",0.03518,2825,"ADVANCE AUTO PARTS INC",145977,1158449,"00751Y106",2004
"4","AAPL",1,"Apple Inc.",7.13518,4103,"APPLE INC",1690,320193,"037833100",2004
"5","ABC",310,"AmerisourceBergen Corporation",0.0622,9264,"AMERISOURCEBERGEN CORP",31673,1140859,"03073E105",2004
"6","ABMD",413,"ABIOMED Inc.",0.038389,4582,"ABIOMED INC",13619,815094,"003654100",2004
"7","ABT",34,"Abbott Laboratories",0.551666,3136,"ABBOTT LABORATORIES",1078,1800,"002824100",2004
"8","ACN",31,"Accenture Plc Class A",0.555647,2941,"ACCENTURE PLC",143357,1467373,"G1151C101",2004
"9","ADBE",29,"Adobe Incorporated",0.561778,3810,"ADOBE INC",12540,796343,"00724F101",2004
"10","ADI",84,"Analog Devices Inc.",0.259498,10906,"ANALOG DEVICES INC",1632,6281,"032654105",2004
"11","ADM",158,"Archer-Daniels-Midland Company",0.135102,1513,"ARCHER-DANIELS-MIDLAND CO",1722,7084,"039483102",2004
"12","ADP",71,"Automatic Data Processing Inc.",0.29231,9335,"AUTOMATIC DATA PROCESSING",1891,8670,"053015103",2004
"13","ADSK",156,"Autodesk Inc.",0.137083,1741,"AUTODESK INC",1878,769397,"052769106",2004
"14","AEE",286,"Ameren Corporation",0.068674,3493,"AMEREN CORP",10860,1002910,"023608102",2004
"15","AEP",149,"American Electric Power Company Inc.",0.146644,6685,"AMERICAN ELECTRIC POWER CO",1440,4904,"025537101",2004
"16","AES",390,"AES Corporation",0.042682,9963,"AES CORP (THE)",24216,874761,"00130H105",2004
"17","AFL",211,"Aflac Incorporated",0.10194,5745,"AFLAC INC",1449,4977,"001055102",2004
"18","AIG",181,"American International Group Inc.",0.116504,1957,"AMERICAN INTERNATIONAL GROUP",1487,5272,"026874784",2004
"19","AIZ",458,"Assurant Inc.",0.028235,1489,"ASSURANT INC",157057,1267238,"04621X108",2004
"20","AJG",204,"Arthur J. Gallagher & Co.",0.103896,4994,"ARTHUR J GALLAGHER & CO",4973,354190,"363576109",2004
"21","AKAM",381,"Akamai Technologies Inc.",0.04452,3707,"AKAMAI TECHNOLOGIES INC",125595,1086222,"00971T101",2004
"22","ALB",255,"Albemarle Corporation",0.082195,8220,"ALBEMARLE CORP",29751,915913,"012653101",2004
"23","ALGN",320,"Align Technology Inc.",0.059546,5106,"ALIGN TECHNOLOGY INC",141384,1097149,"016255101",2004
"24","ALK",495,"Alaska Air Group Inc.",0.016034,1184,"ALASKA AIR GROUP INC",1230,766421,"011659109",2004
"25","ALL",228,"Allstate Corporation",0.092275,2517,"ALLSTATE CORP",28349,899051,"020002101",2004
"26","AMAT",79,"Applied Materials Inc.",0.269679,9898,"APPLIED MATERIALS INC",1704,6951,"038222105",2004
"27","AMCR",336,"Amcor PLC",0.055787,4593,"AMCOR PLC",100243,1748790,"G0250X107",2004
"28","AMD",44,"Advanced Micro Devices Inc.",0.466626,7312,"ADVANCED MICRO DEVICES",1161,2488,"007903107",2004
"29","AME",249,"AMETEK Inc.",0.083157,2158,"AMETEK INC",1598,1037868,"031100100",2004
"30","AMGN",54,"Amgen Inc.",0.37787,1764,"AMGEN INC",1602,318154,"031162100",2004
