"","ticker","tic","gvkey"
"82","MDLZ","MDLZ",142953
"83","ADI","ADI",1632
"84","CI","CI",2547
"85","ISRG","ISRG",136725
"86","DUK","DUK",4093
"87","ZTS","ZTS",13721
"88","TMUS","TMUS",17874
"89","GE","GE",5047
"90","MMC","MMC",7065
"91","MMM","MMM",7435
"92","SO","SO",9850
"93","MO","MO",8543
"94","BKNG","BKNG",119314
"95","CB","CB",28034
"96","CCI","CCI",113490
"97","TGT","TGT",3813
"98","GILD","GILD",24856
"99","TJX","TJX",11672
"100","SYK","SYK",10115
"101","CME","CME",149070
"102","NOC","NOC",7985
"103","VRTX","VRTX",24344
"104","LRCX","LRCX",6565
"105","CSX","CSX",2574
"106","MU","MU",7343
"107","BDX","BDX",2111
"108","PNC","PNC",8245
"109","CL","CL",3170
"110","D","D",4029
"111","PGR","PGR",13341
"112","TFC","TFC",11856
"113","EW","EW",133366
"114","USB","USB",4723
"115","EQIX","EQIX",138743
"116","WM","WM",14477
"117","EOG","EOG",16478
"118","FIS","FIS",165993
"119","EL","EL",61567
"120","REGN","REGN",23812
"121","FISV","FISV",12635
"122","ATVI","ATVI",180405
"123","HUM","HUM",27914
"124","AON","AON",3221
"125","F","F",4839
"126","NSC","NSC",7923
"127","BSX","BSX",25279
"128","SHW","SHW",9667
"129","ITW","ITW",5878
"130","ETN","ETN",4199
"131","OXY","OXY",8068
"132","KLAC","KLAC",6304
"133","DG","DG",4016
"134","SNPS","SNPS",24975
"135","ICE","ICE",163610
"136","MRNA","MRNA",34410
"137","FDX","FDX",4598
"138","CNC","CNC",145552
"139","APD","APD",1209
"140","EMR","EMR",4321
"141","GM","GM",5073
"142","GD","GD",5046
"143","SLB","SLB",9465
"144","SRE","SRE",8272
"145","PXD","PXD",14359
"146","CHTR","CHTR",126136
"147","MPC","MPC",186989
"148","AEP","AEP",1440
"149","CDNS","CDNS",13421
"150","MCO","MCO",139665
"151","PSA","PSA",10096
"152","MCK","MCK",7171
"153","HCA","HCA",22260
"154","NXPI","NXPI",184725
"155","ADSK","ADSK",1878
"156","LHX","LHX",5492
"157","ADM","ADM",1722
"158","ORLY","ORLY",28180
"159","VLO","VLO",15247
"160","GIS","GIS",5071
"161","APH","APH",14282
"162","ROP","ROP",24925
"163","EXC","EXC",8539
"164","KMB","KMB",6435
"165","IQV","IQV",17928
"166","O","O",30822
"167","MAR","MAR",28930
"168","SYY","SYY",10247
"169","CMG","CMG",165914
"170","MET","MET",133768
"171","TEL","TEL",177267
"172","FCX","FCX",14590
"173","AZO","AZO",23809
"174","PSX","PSX",170841
"175","COF","COF",30990
"176","ECL","ECL",4213
"177","FTNT","FTNT",183377
"178","CTVA","CTVA",35168
"179","PAYX","PAYX",8402
"180","AIG","AIG",1487
"181","STZ","STZ",2710
"182","XEL","XEL",7977
"183","MSI","MSI",7585
"184","WMB","WMB",11506
"185","A","A",126554
"186","ENPH","ENPH",187450
"187","MSCI","MSCI",178507
"188","MCHP","MCHP",27965
"189","WELL","WELL",5543
"190","DOW","DOW",34443
"191","TRV","TRV",62689
"192","JCI","JCI",6268
"193","DVN","DVN",14934
"194","CTAS","CTAS",3062
"195","DLTR","DLTR",31587
"196","PRU","PRU",143356
"197","SBAC","SBAC",121382
"198","PH","PH",8358
"199","DLR","DLR",160991
"200","MNST","MNST",24316
"201","EA","EA",16721
"202","GPN","GPN",141913
"203","AJG","AJG",4973
"204","HLT","HLT",5643
"205","NEM","NEM",7881
"206","CTSH","CTSH",111864
"207","WBD","WBD",164296
"208","YUM","YUM",65417
"209","NUE","NUE",8030
"210","AFL","AFL",1449
"211","RMD","RMD",31887
"212","DXCM","DXCM",162887
"213","KMI","KMI",6310
"214","ED","ED",3413
"215","HPQ","HPQ",5606
"216","CARR","CARR",36191
"217","SPG","SPG",29389
"218","ILMN","ILMN",138205
"219","TT","TT",5959
"220","IDXX","IDXX",24197
"221","HSY","HSY",5597
"222","VICI","VICI",32580
"223","TDG","TDG",148349
"224","OTIS","OTIS",36190
"225","PEG","PEG",8810
"226","WEC","WEC",11550
"227","ALL","ALL",28349
"228","BK","BK",2019
"229","IFF","IFF",6078
"230","TWTR","TWTR",18872
"231","CMI","CMI",3650
"232","PCAR","PCAR",8253
"233","MTB","MTB",4699
"234","ES","ES",7970
"235","MTD","MTD",65772
"236","KR","KR",6502
"237","BIIB","BIIB",24468
"238","HES","HES",1380
"239","VRSK","VRSK",180652
"240","DD","DD",4060
"241","PPG","PPG",8247
"242","KEYS","KEYS",20232
"243","BAX","BAX",2086
"244","AMP","AMP",164708
"245","FAST","FAST",14225
"246","APTV","APTV",118122
"247","RSG","RSG",112168
"248","AME","AME",1598
"249","ROK","ROK",9203
"250","ON","ON",134932
"251","KDP","KDP",28877
"252","FRC","FRC",14275
"253","AVB","AVB",29875
"254","ALB","ALB",29751
"255","ROST","ROST",9248
"256","DFS","DFS",177376
"257","AWK","AWK",179437
"258","TROW","TROW",12138
"259","WBA","WBA",11264
"260","GLW","GLW",3532
"261","ODFL","ODFL",24617
"262","CPRT","CPRT",29901
"263","EBAY","EBAY",114524
"264","CBRE","CBRE",260774
"265","WY","WY",11456
"266","ANET","ANET",20748
"267","KHC","KHC",5568
"268","OKE","OKE",8151
"269","EIX","EIX",9846
"270","TSN","TSN",10793
"271","HAL","HAL",5439
"272","EQR","EQR",28733
"273","STT","STT",10035
"274","DTE","DTE",3897
"275","EFX","EFX",4423
"276","WST","WST",11376
"277","EXR","EXR",160479
"278","CDW","CDW",28320
"279","DHI","DHI",25340
"280","ANSS","ANSS",63080
"281","BKR","BKR",32106
"282","IT","IT",12441
"283","ARE","ARE",64821
"284","CTRA","CTRA",20548
"285","AEE","AEE",10860
"286","ZBH","ZBH",144559
"287","GWW","GWW",5256
"288","LH","LH",14960
"289","ETR","ETR",7366
"290","BALL","BALL",1988
"291","SIVB","SIVB",17120
"292","DRE","DRE",13510
"293","FITB","FITB",4640
"294","WTW","WTW",144009
"295","FTV","FTV",26590
"296","URI","URI",66065
"297","FE","FE",8099
"298","LYB","LYB",294524
"299","STE","STE",25313
"300","LUV","LUV",9882
"301","MKC","MKC",7146
"302","MPWR","MPWR",160888
"303","MLM","MLM",29733
"304","PPL","PPL",8455
"305","VMC","VMC",11228
"306","MTCH","MTCH",26061
"307","FANG","FANG",170750
"308","GPC","GPC",5125
"309","ABC","ABC",31673
"310","TSCO","TSCO",29736
"311","LEN","LEN",6669
"312","CHD","CHD",3026
"313","HIG","HIG",61739
"314","WAT","WAT",61574
"315","VTR","VTR",110179
"316","NDAQ","NDAQ",149337
"317","EPAM","EPAM",187697
"318","ALGN","ALGN",141384
"319","ULTA","ULTA",178704
"320","MAA","MAA",29649
"321","CF","CF",163946
"322","NTRS","NTRS",7982
"323","SEDG","SEDG",23119
"324","DAL","DAL",3851
"325","TTWO","TTWO",64630
"326","CMS","CMS",3439
"327","CTLT","CTLT",20228
"328","CNP","CNP",5742
"329","RF","RF",4674
"330","PWR","PWR",66446
"331","IR","IR",30098
"332","PKI","PKI",4145
"333","MOS","MOS",162129
"334","AMCR","AMCR",100243
"335","MOH","MOH",152149
"336","RJF","RJF",8898
"337","HBAN","HBAN",5786
"338","BR","BR",176928
"339","DOV","DOV",4058
"340","VRSN","VRSN",66368
"341","K","K",6375
"342","HPE","HPE",26156
"343","TDY","TDY",126721
"344","CFG","CFG",21825
"345","HOLX","HOLX",20904
"346","ESS","ESS",30293
"347","SWKS","SWKS",1327
"348","CLX","CLX",3121
"349","EXPD","EXPD",4494
"350","FLT","FLT",184700
"351","ZBRA","ZBRA",24405
"352","WAB","WAB",60979
"353","TRMB","TRMB",22815
"354","XYL","XYL",189491
"355","MRO","MRO",7017
"356","GNRC","GNRC",183736
"357","ATO","ATO",4383
"358","CAH","CAH",2751
"359","KEY","KEY",9783
"360","J","J",6216
"361","SYF","SYF",20686
"362","TYL","TYL",10789
"363","CAG","CAG",3362
"364","DGX","DGX",64166
"365","PAYC","PAYC",20116
"366","TER","TER",10453
"367","KMX","KMX",64410
"368","DRI","DRI",31846
"369","NTAP","NTAP",61591
"370","COO","COO",3504
"371","FDS","FDS",63172
"372","STX","STX",150937
"373","AVY","AVY",1913
"374","IP","IP",6104
"375","IEX","IEX",15267
"376","EXPE","EXPE",126296
"377","PFG","PFG",145701
"378","EVRG","EVRG",6338
"379","AKAM","AKAM",125595
"380","WDC","WDC",11399
"381","LNT","LNT",11554
"382","BBY","BBY",2184
"383","JKHY","JKHY",11811
"384","TECH","TECH",15414
"385","JBHT","JBHT",5783
"386","LKQ","LKQ",155394
"387","PARA","PARA",13714
"388","AES","AES",24216
"389","PEAK","PEAK",13125
"390","BRO","BRO",15417
"391","CPT","CPT",28629
"392","GRMN","GRMN",141459
"393","SJM","SJM",9777
"394","OMC","OMC",4066
"395","DPZ","DPZ",160211
"396","POOL","POOL",61420
"397","NLOK","NLOK",15855
"398","CHRW","CHRW",65609
"399","VFC","VFC",11060
"400","TXT","TXT",10519
"401","SWK","SWK",10016
"402","CINF","CINF",14824
"403","HWM","HWM",28192
"404","LDOS","LDOS",165123
"405","IRM","IRM",62374
"406","HRL","HRL",5709
"407","UDR","UDR",10894
"408","FMC","FMC",4510
"409","INCY","INCY",29127
"410","BF.B","BF.B",2435
"411","ABMD","ABMD",13619
"412","ETSY","ETSY",23238
"413","KIM","KIM",24731
"414","NVR","NVR",12459
"415","LVS","LVS",161844
"416","PKG","PKG",128978
"417","LYV","LYV",165746
"418","WRB","WRB",14822
"419","MAS","MAS",7085
"420","PTC","PTC",18699
"421","CTXS","CTXS",61676
"422","CBOE","CBOE",184500
"423","BXP","BXP",64925
"424","NDSN","NDSN",7921
"425","NI","NI",7974
"426","HST","HST",7063
"427","CRL","CRL",137131
"428","APA","APA",1678
"429","AAP","AAP",145977
"430","CE","CE",162254
"431","EMN","EMN",29392
"432","SNA","SNA",9778
"433","UAL","UAL",10795
"434","LW","LW",28790
"435","BIO","BIO",2220
"436","MGM","MGM",14418
"437","VTRS","VTRS",7637
"438","TFX","TFX",10407
"439","SBNY","SBNY",160776
"440","IPG","IPG",6136
"441","QRVO","QRVO",64853
"442","WRK","WRK",29830
"443","L","L",6781
"444","FOXA","FOXA",34636
"445","HSIC","HSIC",61494
"446","CZR","CZR",21808
"447","MKTX","MKTX",158742
"448","CMA","CMA",3231
"449","TAP","TAP",3505
"450","HAS","HAS",5518
"451","CPB","CPB",2663
"452","PHM","PHM",8823
"453","RE","RE",61388
"454","FFIV","FFIV",121077
"455","LUMN","LUMN",2884
"456","AIZ","AIZ",157057
"457","REG","REG",29099
"458","WHR","WHR",11465
"459","FBHS","FBHS",188255
"460","BWA","BWA",28742
"461","ALLE","ALLE",316056
"462","NRG","NRG",135990
"463","CCL","CCL",13498
"464","GL","GL",10614
"465","AAL","AAL",1045
"466","JNPR","JNPR",121718
"467","BBWI","BBWI",6733
"468","TPR","TPR",140541
"469","HII","HII",186310
"470","RHI","RHI",2312
"471","NLSN","NLSN",100873
"472","ROL","ROL",9225
"473","LNC","LNC",6742
"474","SEE","SEE",9555
"475","PNW","PNW",1075
"476","RCL","RCL",28191
"477","OGN","OGN",38821
"478","ZION","ZION",11687
"479","AOS","AOS",9771
"480","PNR","PNR",8463
"481","XRAY","XRAY",13700
"482","DXC","DXC",3336
"483","NWL","NWL",7875
"484","BEN","BEN",4885
"485","CDAY","CDAY",23546
"486","UHS","UHS",11032
"487","FRT","FRT",4605
"488","WYNN","WYNN",149318
"489","NWSA","NWSA",18043
"490","MHK","MHK",25119
"491","IVZ","IVZ",29804
"492","PENN","PENN",30259
"493","ALK","ALK",1230
"494","DVA","DVA",61483
"495","NCLH","NCLH",104432
"496","VNO","VNO",11220
"497","RL","RL",64891
"498","PVH","PVH",8551
"499","DISH","DISH",60900
