"","ticker","tic","gvkey"
"82","MDLZ","MDLZ",142953
"83","ADI","ADI",1632
"84","CI","CI",2547
"85","ISRG","ISRG",136725
"86","DUK","DUK",4093
"87","ZTS","ZTS",13721
"88","TMUS","TMUS",17874
"89","GE","GE",5047
"90","MMC","MMC",7065
"91","MMM","MMM",7435
"92","SO","SO",9850
"93","MO","MO",8543
"94","BKNG","BKNG",119314
"95","CB","CB",28034
"96","CCI","CCI",113490
"97","TGT","TGT",3813
"98","GILD","GILD",24856
"99","TJX","TJX",11672
"100","SYK","SYK",10115
"101","CME","CME",149070
"102","NOC","NOC",7985
"103","VRTX","VRTX",24344
"104","LRCX","LRCX",6565
"105","CSX","CSX",2574
"106","MU","MU",7343
"107","BDX","BDX",2111
"108","PNC","PNC",8245
"109","CL","CL",3170
"110","D","D",4029
"111","PGR","PGR",13341
"112","TFC","TFC",11856
"113","EW","EW",133366
"114","USB","USB",4723
"115","EQIX","EQIX",138743
"116","WM","WM",14477
"117","EOG","EOG",16478
"118","FIS","FIS",165993
"119","EL","EL",61567
"120","REGN","REGN",23812
"121","FISV","FISV",12635
"122","ATVI","ATVI",180405
"123","HUM","HUM",27914
"124","AON","AON",3221
"125","F","F",4839
"126","NSC","NSC",7923
"127","BSX","BSX",25279
"128","SHW","SHW",9667
"129","ITW","ITW",5878
"130","ETN","ETN",4199
"131","OXY","OXY",8068
"132","KLAC","KLAC",6304
"133","DG","DG",4016
"134","SNPS","SNPS",24975
"135","ICE","ICE",163610
"136","MRNA","MRNA",34410
"137","FDX","FDX",4598
"138","CNC","CNC",145552
"139","APD","APD",1209
"140","EMR","EMR",4321
"141","GM","GM",5073
"142","GD","GD",5046
"143","SLB","SLB",9465
"144","SRE","SRE",8272
"145","PXD","PXD",14359
"146","CHTR","CHTR",126136
"147","MPC","MPC",186989
"148","AEP","AEP",1440
"149","CDNS","CDNS",13421
"150","MCO","MCO",139665
"151","PSA","PSA",10096
"152","MCK","MCK",7171
"153","HCA","HCA",22260
"154","NXPI","NXPI",184725
"155","ADSK","ADSK",1878
"156","LHX","LHX",5492
"157","ADM","ADM",1722
"158","ORLY","ORLY",28180
"159","VLO","VLO",15247
"160","GIS","GIS",5071
"161","APH","APH",14282
"162","ROP","ROP",24925
"163","EXC","EXC",8539
"164","KMB","KMB",6435
"165","IQV","IQV",17928
"166","O","O",30822
"167","MAR","MAR",28930
"168","SYY","SYY",10247
"169","CMG","CMG",165914
"170","MET","MET",133768
"171","TEL","TEL",177267
"172","FCX","FCX",14590
"173","AZO","AZO",23809
"174","PSX","PSX",170841
"175","COF","COF",30990
"176","ECL","ECL",4213
"177","FTNT","FTNT",183377
"178","CTVA","CTVA",35168
"179","PAYX","PAYX",8402
"180","AIG","AIG",1487
"181","STZ","STZ",2710
"182","XEL","XEL",7977
"183","MSI","MSI",7585
"184","WMB","WMB",11506
"185","A","A",126554
"186","ENPH","ENPH",187450
"187","MSCI","MSCI",178507
"188","MCHP","MCHP",27965
"189","WELL","WELL",5543
"190","DOW","DOW",34443
"191","TRV","TRV",62689
"192","JCI","JCI",6268
"193","DVN","DVN",14934
"194","CTAS","CTAS",3062
"195","DLTR","DLTR",31587
"196","PRU","PRU",143356
"197","SBAC","SBAC",121382
"198","PH","PH",8358
"199","DLR","DLR",160991
"200","MNST","MNST",24316
"201","EA","EA",16721
"202","GPN","GPN",141913
"203","AJG","AJG",4973
"204","HLT","HLT",5643
"205","NEM","NEM",7881
"206","CTSH","CTSH",111864
"207","WBD","WBD",164296
"208","YUM","YUM",65417
"209","NUE","NUE",8030
"210","AFL","AFL",1449
"211","RMD","RMD",31887
"212","DXCM","DXCM",162887
"213","KMI","KMI",6310
"214","ED","ED",3413
"215","HPQ","HPQ",5606
"216","CARR","CARR",36191
"217","SPG","SPG",29389
"218","ILMN","ILMN",138205
"219","TT","TT",5959
"220","IDXX","IDXX",24197
"221","HSY","HSY",5597
"222","TDG","TDG",148349
"223","OTIS","OTIS",36190
"224","PEG","PEG",8810
"225","WEC","WEC",11550
"226","ALL","ALL",28349
"227","BK","BK",2019
"228","IFF","IFF",6078
"229","TWTR","TWTR",18872
"230","CMI","CMI",3650
"231","PCAR","PCAR",8253
"232","MTB","MTB",4699
"233","ES","ES",7970
"234","MTD","MTD",65772
"235","KR","KR",6502
"236","BIIB","BIIB",24468
"237","HES","HES",1380
"238","VRSK","VRSK",180652
"239","DD","DD",4060
"240","PPG","PPG",8247
"241","KEYS","KEYS",20232
"242","BAX","BAX",2086
"243","AMP","AMP",164708
"244","FAST","FAST",14225
"245","APTV","APTV",118122
"246","RSG","RSG",112168
"247","AME","AME",1598
"248","ROK","ROK",9203
"249","ON","ON",134932
"250","KDP","KDP",28877
"251","FRC","FRC",14275
"252","AVB","AVB",29875
"253","ALB","ALB",29751
"254","ROST","ROST",9248
"255","DFS","DFS",177376
"256","AWK","AWK",179437
"257","TROW","TROW",12138
"258","WBA","WBA",11264
"259","GLW","GLW",3532
"260","ODFL","ODFL",24617
"261","CPRT","CPRT",29901
"262","EBAY","EBAY",114524
"263","CBRE","CBRE",260774
"264","WY","WY",11456
"265","ANET","ANET",20748
"266","KHC","KHC",5568
"267","OKE","OKE",8151
"268","EIX","EIX",9846
"269","TSN","TSN",10793
"270","HAL","HAL",5439
"271","EQR","EQR",28733
"272","STT","STT",10035
"273","DTE","DTE",3897
"274","EFX","EFX",4423
"275","WST","WST",11376
"276","EXR","EXR",160479
"277","CDW","CDW",28320
"278","DHI","DHI",25340
"279","ANSS","ANSS",63080
"280","BKR","BKR",32106
"281","IT","IT",12441
"282","ARE","ARE",64821
"283","CTRA","CTRA",20548
"284","AEE","AEE",10860
"285","ZBH","ZBH",144559
"286","GWW","GWW",5256
"287","LH","LH",14960
"288","ETR","ETR",7366
"289","BALL","BALL",1988
"290","SIVB","SIVB",17120
"291","DRE","DRE",13510
"292","FITB","FITB",4640
"293","WTW","WTW",144009
"294","FTV","FTV",26590
"295","URI","URI",66065
"296","FE","FE",8099
"297","LYB","LYB",294524
"298","STE","STE",25313
"299","LUV","LUV",9882
"300","MKC","MKC",7146
"301","MPWR","MPWR",160888
"302","MLM","MLM",29733
"303","PPL","PPL",8455
"304","VMC","VMC",11228
"305","MTCH","MTCH",26061
"306","FANG","FANG",170750
"307","GPC","GPC",5125
"308","ABC","ABC",31673
"309","TSCO","TSCO",29736
"310","LEN","LEN",6669
"311","CHD","CHD",3026
"312","HIG","HIG",61739
"313","WAT","WAT",61574
"314","VTR","VTR",110179
"315","NDAQ","NDAQ",149337
"316","EPAM","EPAM",187697
"317","ALGN","ALGN",141384
"318","ULTA","ULTA",178704
"319","MAA","MAA",29649
"320","CF","CF",163946
"321","NTRS","NTRS",7982
"322","SEDG","SEDG",23119
"323","DAL","DAL",3851
"324","TTWO","TTWO",64630
"325","CMS","CMS",3439
"326","CTLT","CTLT",20228
"327","CNP","CNP",5742
"328","RF","RF",4674
"329","PWR","PWR",66446
"330","IR","IR",30098
"331","PKI","PKI",4145
"332","MOS","MOS",162129
"333","AMCR","AMCR",100243
"334","MOH","MOH",152149
"335","RJF","RJF",8898
"336","HBAN","HBAN",5786
"337","BR","BR",176928
"338","DOV","DOV",4058
"339","VRSN","VRSN",66368
"340","K","K",6375
"341","HPE","HPE",26156
"342","TDY","TDY",126721
"343","CFG","CFG",21825
"344","HOLX","HOLX",20904
"345","ESS","ESS",30293
"346","SWKS","SWKS",1327
"347","CLX","CLX",3121
"348","EXPD","EXPD",4494
"349","FLT","FLT",184700
"350","ZBRA","ZBRA",24405
"351","WAB","WAB",60979
"352","TRMB","TRMB",22815
"353","XYL","XYL",189491
"354","MRO","MRO",7017
"355","GNRC","GNRC",183736
"356","ATO","ATO",4383
"357","CAH","CAH",2751
"358","KEY","KEY",9783
"359","J","J",6216
"360","SYF","SYF",20686
"361","TYL","TYL",10789
"362","CAG","CAG",3362
"363","DGX","DGX",64166
"364","PAYC","PAYC",20116
"365","TER","TER",10453
"366","KMX","KMX",64410
"367","DRI","DRI",31846
"368","NTAP","NTAP",61591
"369","COO","COO",3504
"370","FDS","FDS",63172
"371","STX","STX",150937
"372","AVY","AVY",1913
"373","IP","IP",6104
"374","IEX","IEX",15267
"375","EXPE","EXPE",126296
"376","PFG","PFG",145701
"377","EVRG","EVRG",6338
"378","AKAM","AKAM",125595
"379","WDC","WDC",11399
"380","LNT","LNT",11554
"381","BBY","BBY",2184
"382","JKHY","JKHY",11811
"383","TECH","TECH",15414
"384","JBHT","JBHT",5783
"385","LKQ","LKQ",155394
"386","PARA","PARA",13714
"387","AES","AES",24216
"388","PEAK","PEAK",13125
"389","BRO","BRO",15417
"390","CPT","CPT",28629
"391","GRMN","GRMN",141459
"392","SJM","SJM",9777
"393","OMC","OMC",4066
"394","DPZ","DPZ",160211
"395","POOL","POOL",61420
"396","NLOK","NLOK",15855
"397","CHRW","CHRW",65609
"398","VFC","VFC",11060
"399","TXT","TXT",10519
"400","SWK","SWK",10016
"401","CINF","CINF",14824
"402","HWM","HWM",28192
"403","LDOS","LDOS",165123
"404","IRM","IRM",62374
"405","HRL","HRL",5709
"406","UDR","UDR",10894
"407","FMC","FMC",4510
"408","INCY","INCY",29127
"409","BF.B","BF.B",2435
"410","ABMD","ABMD",13619
"411","ETSY","ETSY",23238
"412","KIM","KIM",24731
"413","NVR","NVR",12459
"414","LVS","LVS",161844
"415","PKG","PKG",128978
"416","LYV","LYV",165746
"417","WRB","WRB",14822
"418","MAS","MAS",7085
"419","PTC","PTC",18699
"420","CTXS","CTXS",61676
"421","CBOE","CBOE",184500
"422","BXP","BXP",64925
"423","NDSN","NDSN",7921
"424","NI","NI",7974
"425","HST","HST",7063
"426","CRL","CRL",137131
"427","APA","APA",1678
"428","AAP","AAP",145977
"429","CE","CE",162254
"430","EMN","EMN",29392
"431","SNA","SNA",9778
"432","UAL","UAL",10795
"433","LW","LW",28790
"434","BIO","BIO",2220
"435","MGM","MGM",14418
"436","VTRS","VTRS",7637
"437","TFX","TFX",10407
"438","SBNY","SBNY",160776
"439","IPG","IPG",6136
"440","QRVO","QRVO",64853
"441","WRK","WRK",29830
"442","L","L",6781
"443","FOXA","FOXA",34636
"444","HSIC","HSIC",61494
"445","CZR","CZR",21808
"446","MKTX","MKTX",158742
"447","CMA","CMA",3231
"448","TAP","TAP",3505
"449","HAS","HAS",5518
"450","CPB","CPB",2663
"451","PHM","PHM",8823
"452","RE","RE",61388
"453","FFIV","FFIV",121077
"454","LUMN","LUMN",2884
"455","AIZ","AIZ",157057
"456","REG","REG",29099
"457","WHR","WHR",11465
"458","FBHS","FBHS",188255
"459","BWA","BWA",28742
"460","ALLE","ALLE",316056
"461","NRG","NRG",135990
"462","CCL","CCL",13498
"463","GL","GL",10614
"464","AAL","AAL",1045
"465","JNPR","JNPR",121718
"466","BBWI","BBWI",6733
"467","TPR","TPR",140541
"468","HII","HII",186310
"469","RHI","RHI",2312
"470","NLSN","NLSN",100873
"471","ROL","ROL",9225
"472","LNC","LNC",6742
"473","SEE","SEE",9555
"474","PNW","PNW",1075
"475","RCL","RCL",28191
"476","ZION","ZION",11687
"477","AOS","AOS",9771
"478","PNR","PNR",8463
"479","XRAY","XRAY",13700
"480","DXC","DXC",3336
"481","NWL","NWL",7875
"482","BEN","BEN",4885
"483","CDAY","CDAY",23546
"484","UHS","UHS",11032
"485","FRT","FRT",4605
"486","WYNN","WYNN",149318
"487","NWSA","NWSA",18043
"488","MHK","MHK",25119
"489","IVZ","IVZ",29804
"490","PENN","PENN",30259
"491","ALK","ALK",1230
"492","DVA","DVA",61483
"493","NCLH","NCLH",104432
"494","VNO","VNO",11220
"495","RL","RL",64891
"496","PVH","PVH",8551
"497","DISH","DISH",60900
