"","ticker","tic","gvkey"
"82","SO","SO",9850
"83","MO","MO",8543
"84","BKNG","BKNG",119314
"85","CB","CB",28034
"86","CCI","CCI",113490
"87","TGT","TGT",3813
"88","GILD","GILD",24856
"89","TJX","TJX",11672
"90","SYK","SYK",10115
"91","CME","CME",149070
"92","NOC","NOC",7985
"93","VRTX","VRTX",24344
"94","LRCX","LRCX",6565
"95","CSX","CSX",2574
"96","MU","MU",7343
"97","BDX","BDX",2111
"98","PNC","PNC",8245
"99","CL","CL",3170
"100","D","D",4029
"101","PGR","PGR",13341
"102","TFC","TFC",11856
"103","EW","EW",133366
"104","USB","USB",4723
"105","EQIX","EQIX",138743
"106","WM","WM",14477
"107","EOG","EOG",16478
"108","FIS","FIS",165993
"109","EL","EL",61567
"110","REGN","REGN",23812
"111","FISV","FISV",12635
"112","HUM","HUM",27914
"113","AON","AON",3221
"114","F","F",4839
"115","NSC","NSC",7923
"116","BSX","BSX",25279
"117","SHW","SHW",9667
"118","ITW","ITW",5878
"119","ETN","ETN",4199
"120","OXY","OXY",8068
"121","KLAC","KLAC",6304
"122","DG","DG",4016
"123","SNPS","SNPS",24975
"124","FDX","FDX",4598
"125","CNC","CNC",145552
"126","APD","APD",1209
"127","EMR","EMR",4321
"128","GM","GM",5073
"129","GD","GD",5046
"130","SLB","SLB",9465
"131","SRE","SRE",8272
"132","PXD","PXD",14359
"133","CHTR","CHTR",126136
"134","AEP","AEP",1440
"135","CDNS","CDNS",13421
"136","MCO","MCO",139665
"137","PSA","PSA",10096
"138","MCK","MCK",7171
"139","HCA","HCA",22260
"140","ADSK","ADSK",1878
"141","LHX","LHX",5492
"142","ADM","ADM",1722
"143","ORLY","ORLY",28180
"144","VLO","VLO",15247
"145","GIS","GIS",5071
"146","APH","APH",14282
"147","ROP","ROP",24925
"148","EXC","EXC",8539
"149","KMB","KMB",6435
"150","O","O",30822
"151","MAR","MAR",28930
"152","SYY","SYY",10247
"153","CMG","CMG",165914
"154","MET","MET",133768
"155","FCX","FCX",14590
"156","AZO","AZO",23809
"157","COF","COF",30990
"158","ECL","ECL",4213
"159","PAYX","PAYX",8402
"160","AIG","AIG",1487
"161","STZ","STZ",2710
"162","XEL","XEL",7977
"163","MSI","MSI",7585
"164","WMB","WMB",11506
"165","A","A",126554
"166","MCHP","MCHP",27965
"167","WELL","WELL",5543
"168","TRV","TRV",62689
"169","JCI","JCI",6268
"170","DVN","DVN",14934
"171","CTAS","CTAS",3062
"172","DLTR","DLTR",31587
"173","PRU","PRU",143356
"174","SBAC","SBAC",121382
"175","PH","PH",8358
"176","MNST","MNST",24316
"177","EA","EA",16721
"178","GPN","GPN",141913
"179","AJG","AJG",4973
"180","HLT","HLT",5643
"181","NEM","NEM",7881
"182","CTSH","CTSH",111864
"183","WBD","WBD",164296
"184","YUM","YUM",65417
"185","NUE","NUE",8030
"186","AFL","AFL",1449
"187","RMD","RMD",31887
"188","DXCM","DXCM",162887
"189","KMI","KMI",6310
"190","ED","ED",3413
"191","HPQ","HPQ",5606
"192","SPG","SPG",29389
"193","ILMN","ILMN",138205
"194","TT","TT",5959
"195","IDXX","IDXX",24197
"196","HSY","HSY",5597
"197","TDG","TDG",148349
"198","PEG","PEG",8810
"199","WEC","WEC",11550
"200","ALL","ALL",28349
"201","BK","BK",2019
"202","IFF","IFF",6078
"203","CMI","CMI",3650
"204","PCAR","PCAR",8253
"205","MTB","MTB",4699
"206","ES","ES",7970
"207","MTD","MTD",65772
"208","KR","KR",6502
"209","BIIB","BIIB",24468
"210","HES","HES",1380
"211","DD","DD",4060
"212","PPG","PPG",8247
"213","BAX","BAX",2086
"214","FAST","FAST",14225
"215","APTV","APTV",118122
"216","RSG","RSG",112168
"217","AME","AME",1598
"218","ROK","ROK",9203
"219","ON","ON",134932
"220","KDP","KDP",28877
"221","FRC","FRC",14275
"222","AVB","AVB",29875
"223","ALB","ALB",29751
"224","ROST","ROST",9248
"225","TROW","TROW",12138
"226","WBA","WBA",11264
"227","GLW","GLW",3532
"228","ODFL","ODFL",24617
"229","CPRT","CPRT",29901
"230","EBAY","EBAY",114524
"231","WY","WY",11456
"232","KHC","KHC",5568
"233","OKE","OKE",8151
"234","EIX","EIX",9846
"235","TSN","TSN",10793
"236","HAL","HAL",5439
"237","EQR","EQR",28733
"238","STT","STT",10035
"239","DTE","DTE",3897
"240","EFX","EFX",4423
"241","WST","WST",11376
"242","EXR","EXR",160479
"243","CDW","CDW",28320
"244","DHI","DHI",25340
"245","ANSS","ANSS",63080
"246","IT","IT",12441
"247","ARE","ARE",64821
"248","CTRA","CTRA",20548
"249","AEE","AEE",10860
"250","ZBH","ZBH",144559
"251","GWW","GWW",5256
"252","LH","LH",14960
"253","ETR","ETR",7366
"254","BALL","BALL",1988
"255","SIVB","SIVB",17120
"256","DRE","DRE",13510
"257","FITB","FITB",4640
"258","WTW","WTW",144009
"259","URI","URI",66065
"260","FE","FE",8099
"261","STE","STE",25313
"262","LUV","LUV",9882
"263","MKC","MKC",7146
"264","MPWR","MPWR",160888
"265","MLM","MLM",29733
"266","PPL","PPL",8455
"267","VMC","VMC",11228
"268","MTCH","MTCH",26061
"269","GPC","GPC",5125
"270","ABC","ABC",31673
"271","TSCO","TSCO",29736
"272","LEN","LEN",6669
"273","CHD","CHD",3026
"274","HIG","HIG",61739
"275","WAT","WAT",61574
"276","VTR","VTR",110179
"277","NDAQ","NDAQ",149337
"278","ALGN","ALGN",141384
"279","MAA","MAA",29649
"280","CF","CF",163946
"281","NTRS","NTRS",7982
"282","DAL","DAL",3851
"283","TTWO","TTWO",64630
"284","CMS","CMS",3439
"285","CNP","CNP",5742
"286","RF","RF",4674
"287","PWR","PWR",66446
"288","IR","IR",30098
"289","PKI","PKI",4145
"290","MOS","MOS",162129
"291","AMCR","AMCR",100243
"292","MOH","MOH",152149
"293","RJF","RJF",8898
"294","HBAN","HBAN",5786
"295","DOV","DOV",4058
"296","VRSN","VRSN",66368
"297","K","K",6375
"298","TDY","TDY",126721
"299","HOLX","HOLX",20904
"300","ESS","ESS",30293
"301","SWKS","SWKS",1327
"302","CLX","CLX",3121
"303","EXPD","EXPD",4494
"304","ZBRA","ZBRA",24405
"305","WAB","WAB",60979
"306","TRMB","TRMB",22815
"307","MRO","MRO",7017
"308","ATO","ATO",4383
"309","CAH","CAH",2751
"310","KEY","KEY",9783
"311","J","J",6216
"312","TYL","TYL",10789
"313","CAG","CAG",3362
"314","DGX","DGX",64166
"315","TER","TER",10453
"316","KMX","KMX",64410
"317","DRI","DRI",31846
"318","NTAP","NTAP",61591
"319","COO","COO",3504
"320","FDS","FDS",63172
"321","STX","STX",150937
"322","AVY","AVY",1913
"323","IP","IP",6104
"324","IEX","IEX",15267
"325","EXPE","EXPE",126296
"326","PFG","PFG",145701
"327","EVRG","EVRG",6338
"328","AKAM","AKAM",125595
"329","WDC","WDC",11399
"330","LNT","LNT",11554
"331","BBY","BBY",2184
"332","JKHY","JKHY",11811
"333","TECH","TECH",15414
"334","JBHT","JBHT",5783
"335","LKQ","LKQ",155394
"336","PARA","PARA",13714
"337","AES","AES",24216
"338","PEAK","PEAK",13125
"339","BRO","BRO",15417
"340","CPT","CPT",28629
"341","GRMN","GRMN",141459
"342","SJM","SJM",9777
"343","OMC","OMC",4066
"344","DPZ","DPZ",160211
"345","POOL","POOL",61420
"346","NLOK","NLOK",15855
"347","CHRW","CHRW",65609
"348","VFC","VFC",11060
"349","TXT","TXT",10519
"350","SWK","SWK",10016
"351","CINF","CINF",14824
"352","IRM","IRM",62374
"353","HRL","HRL",5709
"354","UDR","UDR",10894
"355","FMC","FMC",4510
"356","INCY","INCY",29127
"357","BF.B","BF.B",2435
"358","ABMD","ABMD",13619
"359","KIM","KIM",24731
"360","NVR","NVR",12459
"361","LVS","LVS",161844
"362","PKG","PKG",128978
"363","WRB","WRB",14822
"364","MAS","MAS",7085
"365","PTC","PTC",18699
"366","CTXS","CTXS",61676
"367","BXP","BXP",64925
"368","NDSN","NDSN",7921
"369","NI","NI",7974
"370","HST","HST",7063
"371","CRL","CRL",137131
"372","APA","APA",1678
"373","AAP","AAP",145977
"374","EMN","EMN",29392
"375","SNA","SNA",9778
"376","UAL","UAL",10795
"377","BIO","BIO",2220
"378","MGM","MGM",14418
"379","VTRS","VTRS",7637
"380","TFX","TFX",10407
"381","IPG","IPG",6136
"382","QRVO","QRVO",64853
"383","WRK","WRK",29830
"384","L","L",6781
"385","HSIC","HSIC",61494
"386","CMA","CMA",3231
"387","TAP","TAP",3505
"388","HAS","HAS",5518
"389","CPB","CPB",2663
"390","PHM","PHM",8823
"391","RE","RE",61388
"392","FFIV","FFIV",121077
"393","LUMN","LUMN",2884
"394","AIZ","AIZ",157057
"395","REG","REG",29099
"396","WHR","WHR",11465
"397","BWA","BWA",28742
"398","NRG","NRG",135990
"399","CCL","CCL",13498
"400","GL","GL",10614
"401","AAL","AAL",1045
"402","JNPR","JNPR",121718
"403","BBWI","BBWI",6733
"404","TPR","TPR",140541
"405","RHI","RHI",2312
"406","ROL","ROL",9225
"407","LNC","LNC",6742
"408","SEE","SEE",9555
"409","PNW","PNW",1075
"410","RCL","RCL",28191
"411","ZION","ZION",11687
"412","AOS","AOS",9771
"413","PNR","PNR",8463
"414","XRAY","XRAY",13700
"415","DXC","DXC",3336
"416","NWL","NWL",7875
"417","BEN","BEN",4885
"418","UHS","UHS",11032
"419","FRT","FRT",4605
"420","WYNN","WYNN",149318
"421","MHK","MHK",25119
"422","IVZ","IVZ",29804
"423","PENN","PENN",30259
"424","ALK","ALK",1230
"425","DVA","DVA",61483
"426","VNO","VNO",11220
"427","RL","RL",64891
"428","PVH","PVH",8551
"429","DISH","DISH",60900
