"","ticker","tic","gvkey"
"82","MDLZ","MDLZ",142953
"83","ADI","ADI",1632
"84","CI","CI",2547
"85","ISRG","ISRG",136725
"86","DUK","DUK",4093
"87","ZTS","ZTS",13721
"88","TMUS","TMUS",17874
"89","GE","GE",5047
"90","MMC","MMC",7065
"91","MMM","MMM",7435
"92","SO","SO",9850
"93","MO","MO",8543
"94","BKNG","BKNG",119314
"95","CB","CB",28034
"96","CCI","CCI",113490
"97","TGT","TGT",3813
"98","GILD","GILD",24856
"99","TJX","TJX",11672
"100","SYK","SYK",10115
"101","CME","CME",149070
"102","NOC","NOC",7985
"103","VRTX","VRTX",24344
"104","LRCX","LRCX",6565
"105","CSX","CSX",2574
"106","MU","MU",7343
"107","BDX","BDX",2111
"108","PNC","PNC",8245
"109","CL","CL",3170
"110","D","D",4029
"111","PGR","PGR",13341
"112","TFC","TFC",11856
"113","EW","EW",133366
"114","USB","USB",4723
"115","EQIX","EQIX",138743
"116","WM","WM",14477
"117","EOG","EOG",16478
"118","FIS","FIS",165993
"119","EL","EL",61567
"120","REGN","REGN",23812
"121","FISV","FISV",12635
"122","ATVI","ATVI",180405
"123","HUM","HUM",27914
"124","AON","AON",3221
"125","F","F",4839
"126","NSC","NSC",7923
"127","BSX","BSX",25279
"128","SHW","SHW",9667
"129","ITW","ITW",5878
"130","ETN","ETN",4199
"131","OXY","OXY",8068
"132","KLAC","KLAC",6304
"133","DG","DG",4016
"134","SNPS","SNPS",24975
"135","ICE","ICE",163610
"136","FDX","FDX",4598
"137","CNC","CNC",145552
"138","APD","APD",1209
"139","EMR","EMR",4321
"140","GM","GM",5073
"141","GD","GD",5046
"142","SLB","SLB",9465
"143","SRE","SRE",8272
"144","PXD","PXD",14359
"145","CHTR","CHTR",126136
"146","MPC","MPC",186989
"147","AEP","AEP",1440
"148","CDNS","CDNS",13421
"149","MCO","MCO",139665
"150","PSA","PSA",10096
"151","MCK","MCK",7171
"152","HCA","HCA",22260
"153","NXPI","NXPI",184725
"154","ADSK","ADSK",1878
"155","LHX","LHX",5492
"156","ADM","ADM",1722
"157","ORLY","ORLY",28180
"158","VLO","VLO",15247
"159","GIS","GIS",5071
"160","APH","APH",14282
"161","ROP","ROP",24925
"162","EXC","EXC",8539
"163","KMB","KMB",6435
"164","IQV","IQV",17928
"165","O","O",30822
"166","MAR","MAR",28930
"167","SYY","SYY",10247
"168","CMG","CMG",165914
"169","MET","MET",133768
"170","TEL","TEL",177267
"171","FCX","FCX",14590
"172","AZO","AZO",23809
"173","PSX","PSX",170841
"174","COF","COF",30990
"175","ECL","ECL",4213
"176","FTNT","FTNT",183377
"177","CTVA","CTVA",35168
"178","PAYX","PAYX",8402
"179","AIG","AIG",1487
"180","STZ","STZ",2710
"181","XEL","XEL",7977
"182","MSI","MSI",7585
"183","WMB","WMB",11506
"184","A","A",126554
"185","ENPH","ENPH",187450
"186","MSCI","MSCI",178507
"187","MCHP","MCHP",27965
"188","WELL","WELL",5543
"189","DOW","DOW",34443
"190","TRV","TRV",62689
"191","JCI","JCI",6268
"192","DVN","DVN",14934
"193","CTAS","CTAS",3062
"194","DLTR","DLTR",31587
"195","PRU","PRU",143356
"196","SBAC","SBAC",121382
"197","PH","PH",8358
"198","DLR","DLR",160991
"199","MNST","MNST",24316
"200","EA","EA",16721
"201","GPN","GPN",141913
"202","AJG","AJG",4973
"203","HLT","HLT",5643
"204","NEM","NEM",7881
"205","CTSH","CTSH",111864
"206","WBD","WBD",164296
"207","YUM","YUM",65417
"208","NUE","NUE",8030
"209","AFL","AFL",1449
"210","RMD","RMD",31887
"211","DXCM","DXCM",162887
"212","KMI","KMI",6310
"213","ED","ED",3413
"214","HPQ","HPQ",5606
"215","CARR","CARR",36191
"216","SPG","SPG",29389
"217","ILMN","ILMN",138205
"218","TT","TT",5959
"219","IDXX","IDXX",24197
"220","HSY","HSY",5597
"221","TDG","TDG",148349
"222","OTIS","OTIS",36190
"223","PEG","PEG",8810
"224","WEC","WEC",11550
"225","ALL","ALL",28349
"226","BK","BK",2019
"227","IFF","IFF",6078
"228","TWTR","TWTR",18872
"229","CMI","CMI",3650
"230","PCAR","PCAR",8253
"231","MTB","MTB",4699
"232","ES","ES",7970
"233","MTD","MTD",65772
"234","KR","KR",6502
"235","BIIB","BIIB",24468
"236","HES","HES",1380
"237","VRSK","VRSK",180652
"238","DD","DD",4060
"239","PPG","PPG",8247
"240","KEYS","KEYS",20232
"241","BAX","BAX",2086
"242","AMP","AMP",164708
"243","FAST","FAST",14225
"244","APTV","APTV",118122
"245","RSG","RSG",112168
"246","AME","AME",1598
"247","ROK","ROK",9203
"248","ON","ON",134932
"249","KDP","KDP",28877
"250","FRC","FRC",14275
"251","AVB","AVB",29875
"252","ALB","ALB",29751
"253","ROST","ROST",9248
"254","DFS","DFS",177376
"255","AWK","AWK",179437
"256","TROW","TROW",12138
"257","WBA","WBA",11264
"258","GLW","GLW",3532
"259","ODFL","ODFL",24617
"260","CPRT","CPRT",29901
"261","EBAY","EBAY",114524
"262","CBRE","CBRE",260774
"263","WY","WY",11456
"264","ANET","ANET",20748
"265","KHC","KHC",5568
"266","OKE","OKE",8151
"267","EIX","EIX",9846
"268","TSN","TSN",10793
"269","HAL","HAL",5439
"270","EQR","EQR",28733
"271","STT","STT",10035
"272","DTE","DTE",3897
"273","EFX","EFX",4423
"274","WST","WST",11376
"275","EXR","EXR",160479
"276","CDW","CDW",28320
"277","DHI","DHI",25340
"278","ANSS","ANSS",63080
"279","BKR","BKR",32106
"280","IT","IT",12441
"281","ARE","ARE",64821
"282","CTRA","CTRA",20548
"283","AEE","AEE",10860
"284","ZBH","ZBH",144559
"285","GWW","GWW",5256
"286","LH","LH",14960
"287","ETR","ETR",7366
"288","BALL","BALL",1988
"289","SIVB","SIVB",17120
"290","DRE","DRE",13510
"291","FITB","FITB",4640
"292","WTW","WTW",144009
"293","FTV","FTV",26590
"294","URI","URI",66065
"295","FE","FE",8099
"296","LYB","LYB",294524
"297","STE","STE",25313
"298","LUV","LUV",9882
"299","MKC","MKC",7146
"300","MPWR","MPWR",160888
"301","MLM","MLM",29733
"302","PPL","PPL",8455
"303","VMC","VMC",11228
"304","MTCH","MTCH",26061
"305","FANG","FANG",170750
"306","GPC","GPC",5125
"307","ABC","ABC",31673
"308","TSCO","TSCO",29736
"309","LEN","LEN",6669
"310","CHD","CHD",3026
"311","HIG","HIG",61739
"312","WAT","WAT",61574
"313","VTR","VTR",110179
"314","NDAQ","NDAQ",149337
"315","EPAM","EPAM",187697
"316","ALGN","ALGN",141384
"317","ULTA","ULTA",178704
"318","MAA","MAA",29649
"319","CF","CF",163946
"320","NTRS","NTRS",7982
"321","SEDG","SEDG",23119
"322","DAL","DAL",3851
"323","TTWO","TTWO",64630
"324","CMS","CMS",3439
"325","CTLT","CTLT",20228
"326","CNP","CNP",5742
"327","RF","RF",4674
"328","PWR","PWR",66446
"329","IR","IR",30098
"330","PKI","PKI",4145
"331","MOS","MOS",162129
"332","AMCR","AMCR",100243
"333","MOH","MOH",152149
"334","RJF","RJF",8898
"335","HBAN","HBAN",5786
"336","BR","BR",176928
"337","DOV","DOV",4058
"338","VRSN","VRSN",66368
"339","K","K",6375
"340","HPE","HPE",26156
"341","TDY","TDY",126721
"342","CFG","CFG",21825
"343","HOLX","HOLX",20904
"344","ESS","ESS",30293
"345","SWKS","SWKS",1327
"346","CLX","CLX",3121
"347","EXPD","EXPD",4494
"348","FLT","FLT",184700
"349","ZBRA","ZBRA",24405
"350","WAB","WAB",60979
"351","TRMB","TRMB",22815
"352","XYL","XYL",189491
"353","MRO","MRO",7017
"354","GNRC","GNRC",183736
"355","ATO","ATO",4383
"356","CAH","CAH",2751
"357","KEY","KEY",9783
"358","J","J",6216
"359","SYF","SYF",20686
"360","TYL","TYL",10789
"361","CAG","CAG",3362
"362","DGX","DGX",64166
"363","PAYC","PAYC",20116
"364","TER","TER",10453
"365","KMX","KMX",64410
"366","DRI","DRI",31846
"367","NTAP","NTAP",61591
"368","COO","COO",3504
"369","FDS","FDS",63172
"370","STX","STX",150937
"371","AVY","AVY",1913
"372","IP","IP",6104
"373","IEX","IEX",15267
"374","EXPE","EXPE",126296
"375","PFG","PFG",145701
"376","EVRG","EVRG",6338
"377","AKAM","AKAM",125595
"378","WDC","WDC",11399
"379","LNT","LNT",11554
"380","BBY","BBY",2184
"381","JKHY","JKHY",11811
"382","TECH","TECH",15414
"383","JBHT","JBHT",5783
"384","LKQ","LKQ",155394
"385","PARA","PARA",13714
"386","AES","AES",24216
"387","PEAK","PEAK",13125
"388","BRO","BRO",15417
"389","CPT","CPT",28629
"390","GRMN","GRMN",141459
"391","SJM","SJM",9777
"392","OMC","OMC",4066
"393","DPZ","DPZ",160211
"394","POOL","POOL",61420
"395","NLOK","NLOK",15855
"396","CHRW","CHRW",65609
"397","VFC","VFC",11060
"398","TXT","TXT",10519
"399","SWK","SWK",10016
"400","CINF","CINF",14824
"401","HWM","HWM",28192
"402","LDOS","LDOS",165123
"403","IRM","IRM",62374
"404","HRL","HRL",5709
"405","UDR","UDR",10894
"406","FMC","FMC",4510
"407","INCY","INCY",29127
"408","BF.B","BF.B",2435
"409","ABMD","ABMD",13619
"410","ETSY","ETSY",23238
"411","KIM","KIM",24731
"412","NVR","NVR",12459
"413","LVS","LVS",161844
"414","PKG","PKG",128978
"415","LYV","LYV",165746
"416","WRB","WRB",14822
"417","MAS","MAS",7085
"418","PTC","PTC",18699
"419","CTXS","CTXS",61676
"420","CBOE","CBOE",184500
"421","BXP","BXP",64925
"422","NDSN","NDSN",7921
"423","NI","NI",7974
"424","HST","HST",7063
"425","CRL","CRL",137131
"426","APA","APA",1678
"427","AAP","AAP",145977
"428","CE","CE",162254
"429","EMN","EMN",29392
"430","SNA","SNA",9778
"431","UAL","UAL",10795
"432","LW","LW",28790
"433","BIO","BIO",2220
"434","MGM","MGM",14418
"435","VTRS","VTRS",7637
"436","TFX","TFX",10407
"437","SBNY","SBNY",160776
"438","IPG","IPG",6136
"439","QRVO","QRVO",64853
"440","WRK","WRK",29830
"441","L","L",6781
"442","FOXA","FOXA",34636
"443","HSIC","HSIC",61494
"444","CZR","CZR",21808
"445","MKTX","MKTX",158742
"446","CMA","CMA",3231
"447","TAP","TAP",3505
"448","HAS","HAS",5518
"449","CPB","CPB",2663
"450","PHM","PHM",8823
"451","RE","RE",61388
"452","FFIV","FFIV",121077
"453","LUMN","LUMN",2884
"454","AIZ","AIZ",157057
"455","REG","REG",29099
"456","WHR","WHR",11465
"457","FBHS","FBHS",188255
"458","BWA","BWA",28742
"459","ALLE","ALLE",316056
"460","NRG","NRG",135990
"461","CCL","CCL",13498
"462","GL","GL",10614
"463","AAL","AAL",1045
"464","JNPR","JNPR",121718
"465","BBWI","BBWI",6733
"466","TPR","TPR",140541
"467","HII","HII",186310
"468","RHI","RHI",2312
"469","NLSN","NLSN",100873
"470","ROL","ROL",9225
"471","LNC","LNC",6742
"472","SEE","SEE",9555
"473","PNW","PNW",1075
"474","RCL","RCL",28191
"475","ZION","ZION",11687
"476","AOS","AOS",9771
"477","PNR","PNR",8463
"478","XRAY","XRAY",13700
"479","DXC","DXC",3336
"480","NWL","NWL",7875
"481","BEN","BEN",4885
"482","CDAY","CDAY",23546
"483","UHS","UHS",11032
"484","FRT","FRT",4605
"485","WYNN","WYNN",149318
"486","NWSA","NWSA",18043
"487","MHK","MHK",25119
"488","IVZ","IVZ",29804
"489","PENN","PENN",30259
"490","ALK","ALK",1230
"491","DVA","DVA",61483
"492","NCLH","NCLH",104432
"493","VNO","VNO",11220
"494","RL","RL",64891
"495","PVH","PVH",8551
"496","DISH","DISH",60900
